temp,time_ms,minutes,temp_corrigida,temp_suavizada
23.57,898908,14.98,31.427000000000003,31.427000000000003
23.47,899949,15.0,31.317,31.372
23.51,900990,15.02,31.361000000000004,31.368333333333336
23.53,902031,15.03,31.383000000000003,31.372000000000003
23.51,903072,15.05,31.361000000000004,31.369800000000005
23.47,904113,15.07,31.317,31.361000000000004
23.51,905154,15.09,31.361000000000004,31.361
23.53,906195,15.1,31.383000000000003,31.363750000000003
23.53,907236,15.12,31.383000000000003,31.36588888888889
23.53,908277,15.14,31.383000000000003,31.367600000000003
23.53,909318,15.16,31.383000000000003,31.369000000000003
23.53,910359,15.17,31.383000000000003,31.370166666666666
23.45,911400,15.19,31.295,31.364384615384616
23.51,912441,15.21,31.361000000000004,31.36414285714286
23.45,913482,15.22,31.295,31.359533333333335
23.47,914523,15.24,31.317,31.3522
23.53,915564,15.26,31.383000000000003,31.356600000000004
23.51,916605,15.28,31.361000000000004,31.356600000000004
23.47,917646,15.29,31.317,31.3522
23.45,918687,15.31,31.295,31.347800000000003
23.51,919728,15.33,31.361000000000004,31.350733333333334
23.51,920769,15.35,31.361000000000004,31.350733333333334
23.51,921810,15.36,31.361000000000004,31.34926666666667
23.45,922851,15.38,31.295,31.343400000000006
23.51,923892,15.4,31.361000000000004,31.341933333333333
23.47,924933,15.42,31.317,31.337533333333337
23.51,925974,15.43,31.361000000000004,31.33606666666667
23.51,927015,15.45,31.361000000000004,31.340466666666668
23.53,928056,15.47,31.383000000000003,31.341933333333333
23.53,929097,15.48,31.383000000000003,31.347800000000003
23.51,930138,15.5,31.361000000000004,31.350733333333334
23.45,931179,15.52,31.295,31.34486666666667
23.57,932220,15.54,31.427000000000003,31.34926666666667
23.51,933261,15.55,31.361000000000004,31.352200000000003
23.51,934302,15.57,31.361000000000004,31.356600000000004
23.47,935343,15.59,31.317,31.353666666666673
23.53,936384,15.61,31.383000000000003,31.355133333333338
23.47,937425,15.62,31.317,31.3522
23.51,938466,15.64,31.361000000000004,31.356600000000004
23.51,939507,15.66,31.361000000000004,31.356600000000004
23.51,940548,15.68,31.361000000000004,31.359533333333335
23.45,941589,15.69,31.295,31.355133333333338
23.47,942630,15.71,31.317,31.3522
23.51,943671,15.73,31.361000000000004,31.350733333333334
23.53,944712,15.75,31.383000000000003,31.350733333333334
23.47,945753,15.76,31.317,31.347800000000003
23.47,946794,15.78,31.317,31.34926666666667
23.47,947835,15.8,31.317,31.341933333333333
23.51,948876,15.81,31.361000000000004,31.341933333333333
23.51,949917,15.83,31.361000000000004,31.341933333333333
23.51,950958,15.85,31.361000000000004,31.34486666666667
23.53,951999,15.87,31.383000000000003,31.34486666666667
23.51,953040,15.88,31.361000000000004,31.347800000000003
23.53,954081,15.9,31.383000000000003,31.34926666666667
23.47,955122,15.92,31.317,31.346333333333337
23.47,956163,15.94,31.317,31.3434
23.51,957204,15.95,31.361000000000004,31.347800000000003
23.47,958245,15.97,31.317,31.347800000000003
23.51,959286,15.99,31.361000000000004,31.347800000000003
23.53,960327,16.01,31.383000000000003,31.347800000000003
23.53,961368,16.02,31.383000000000003,31.3522
23.57,962409,16.04,31.427000000000003,31.359533333333335
23.53,963450,16.06,31.383000000000003,31.36393333333334
23.53,964491,16.07,31.383000000000003,31.365400000000005
23.51,965532,16.09,31.361000000000004,31.365400000000005
23.53,966573,16.11,31.383000000000003,31.36686666666667
23.51,967614,16.13,31.361000000000004,31.365400000000005
23.51,968655,16.14,31.361000000000004,31.365400000000005
23.53,970737,16.18,31.383000000000003,31.365400000000005
23.57,971778,16.2,31.427000000000003,31.372733333333336
23.59,972819,16.21,31.449,31.381533333333337
23.53,973860,16.23,31.383000000000003,31.383000000000003
23.59,974901,16.25,31.449,31.391800000000003
23.57,975942,16.27,31.427000000000003,31.396200000000004
23.57,976983,16.28,31.427000000000003,31.399133333333335
23.65,978024,16.3,31.515,31.407933333333336
23.65,979065,16.32,31.515,31.413800000000002
23.51,980106,16.34,31.361000000000004,31.412333333333336
23.63,981147,16.35,31.493000000000002,31.419666666666668
23.57,982188,16.37,31.427000000000003,31.42406666666667
23.65,983229,16.39,31.515,31.43286666666667
23.59,984270,16.4,31.449,31.438733333333335
23.65,985311,16.42,31.515,31.449
23.59,986352,16.44,31.449,31.453400000000002
23.59,987393,16.46,31.449,31.454866666666668
23.59,988434,16.47,31.449,31.454866666666668
23.59,989475,16.49,31.449,31.459266666666668
23.53,990516,16.51,31.383000000000003,31.454866666666668
23.53,992598,16.54,31.383000000000003,31.451933333333336
23.57,993639,16.56,31.427000000000003,31.451933333333336
23.57,994680,16.58,31.427000000000003,31.44606666666667
23.59,995721,16.6,31.449,31.44166666666667
23.57,996762,16.61,31.427000000000003,31.44606666666667
23.57,997803,16.63,31.427000000000003,31.44166666666667
23.59,998844,16.65,31.449,31.443133333333336
23.59,999885,16.66,31.449,31.438733333333335
23.59,1000926,16.68,31.449,31.438733333333335
23.53,1001967,16.7,31.383000000000003,31.429933333333334
23.57,1004049,16.73,31.427000000000003,31.42846666666667
23.59,1005090,16.75,31.449,31.42846666666667
23.59,1006131,16.77,31.449,31.42846666666667
23.65,1007172,16.79,31.515,31.43286666666667
23.53,1008213,16.8,31.383000000000003,31.43286666666667
23.59,1009254,16.82,31.449,31.43726666666667
23.57,1010295,16.84,31.427000000000003,31.43726666666667
23.65,1011336,16.86,31.515,31.443133333333336
23.53,1012377,16.87,31.383000000000003,31.438733333333335
23.57,1013418,16.89,31.427000000000003,31.438733333333335
23.59,1014459,16.91,31.449,31.4402
23.59,1015500,16.92,31.449,31.4402
23.63,1016541,16.94,31.493000000000002,31.443133333333336
23.57,1017582,16.96,31.427000000000003,31.44166666666667
23.53,1018623,16.98,31.383000000000003,31.44166666666667
23.59,1019664,16.99,31.449,31.443133333333336
23.57,1020705,17.01,31.427000000000003,31.44166666666667
23.63,1021746,17.03,31.493000000000002,31.4446
23.53,1022787,17.05,31.383000000000003,31.435800000000004
23.59,1023828,17.06,31.449,31.4402
23.57,1024869,17.08,31.427000000000003,31.438733333333335
23.57,1025910,17.1,31.427000000000003,31.438733333333335
23.57,1026951,17.12,31.427000000000003,31.43286666666667
23.59,1027992,17.13,31.449,31.43726666666667
23.63,1029033,17.15,31.493000000000002,31.44166666666667
23.59,1030074,17.17,31.449,31.44166666666667
23.57,1031115,17.19,31.427000000000003,31.440200000000004
23.57,1032156,17.2,31.427000000000003,31.435800000000004
23.57,1033197,17.22,31.427000000000003,31.435800000000004
23.57,1034238,17.24,31.427000000000003,31.438733333333335
23.53,1035279,17.25,31.383000000000003,31.434333333333335
23.53,1036320,17.27,31.383000000000003,31.431400000000004
23.57,1037361,17.29,31.427000000000003,31.427000000000003
23.57,1038402,17.31,31.427000000000003,31.429933333333338
23.57,1039443,17.32,31.427000000000003,31.42846666666667
23.63,1040484,17.34,31.493000000000002,31.43286666666667
23.57,1041525,17.36,31.427000000000003,31.43286666666667
23.53,1042566,17.38,31.383000000000003,31.429933333333338
23.53,1043607,17.39,31.383000000000003,31.425533333333338
23.59,1044648,17.41,31.449,31.422600000000003
23.53,1045689,17.43,31.383000000000003,31.418200000000002
23.59,1046730,17.45,31.449,31.419666666666668
23.65,1047771,17.46,31.515,31.425533333333338
23.63,1048812,17.48,31.493000000000002,31.429933333333334
23.63,1049853,17.5,31.493000000000002,31.434333333333335
23.57,1050894,17.51,31.427000000000003,31.43726666666667
23.59,1051935,17.53,31.449,31.44166666666667
23.63,1052976,17.55,31.493000000000002,31.44606666666667
23.63,1054017,17.57,31.493000000000002,31.45046666666667
23.59,1055058,17.58,31.449,31.451933333333336
23.63,1056099,17.6,31.493000000000002,31.451933333333336
23.53,1057140,17.62,31.383000000000003,31.449
23.59,1058181,17.64,31.449,31.453400000000002
23.57,1059222,17.65,31.427000000000003,31.456333333333337
23.59,1060263,17.67,31.449,31.456333333333337
23.59,1061304,17.69,31.449,31.460733333333337
23.59,1062345,17.71,31.449,31.460733333333337
23.57,1063386,17.72,31.427000000000003,31.454866666666668
23.57,1064427,17.74,31.427000000000003,31.45046666666667
23.59,1065468,17.76,31.449,31.447533333333336
23.53,1066509,17.78,31.383000000000003,31.4446
23.51,1067550,17.79,31.361000000000004,31.438733333333335
23.63,1068591,17.81,31.493000000000002,31.438733333333335
23.57,1069632,17.83,31.427000000000003,31.434333333333335
23.59,1070673,17.84,31.449,31.434333333333335
23.57,1071714,17.86,31.427000000000003,31.429933333333334
23.59,1072755,17.88,31.449,31.434333333333335
23.57,1073796,17.9,31.427000000000003,31.43286666666667
23.57,1074837,17.91,31.427000000000003,31.43286666666667
23.57,1075878,17.93,31.427000000000003,31.431400000000004
23.63,1076919,17.95,31.493000000000002,31.434333333333335
23.57,1077960,17.97,31.427000000000003,31.43286666666667
23.59,1079001,17.98,31.449,31.434333333333335
23.59,1080042,18.0,31.449,31.435800000000004
23.53,1081083,18.02,31.383000000000003,31.431400000000004
23.59,1082124,18.04,31.449,31.435800000000004
23.57,1083165,18.05,31.427000000000003,31.440200000000004
23.59,1084206,18.07,31.449,31.43726666666667
23.57,1085247,18.09,31.427000000000003,31.43726666666667
23.59,1086288,18.1,31.449,31.43726666666667
23.57,1087329,18.12,31.427000000000003,31.43726666666667
23.59,1088370,18.14,31.449,31.43726666666667
23.57,1089411,18.16,31.427000000000003,31.43726666666667
23.59,1090452,18.17,31.449,31.438733333333335
23.57,1091493,18.19,31.427000000000003,31.438733333333335
23.59,1092534,18.21,31.449,31.435800000000004
23.57,1093575,18.23,31.427000000000003,31.435800000000004
23.59,1094616,18.24,31.449,31.435800000000004
23.63,1095657,18.26,31.493000000000002,31.438733333333335
23.59,1096698,18.28,31.449,31.443133333333336
23.59,1097739,18.3,31.449,31.443133333333336
23.53,1098780,18.31,31.383000000000003,31.4402
23.57,1099821,18.33,31.427000000000003,31.438733333333335
23.57,1100862,18.35,31.427000000000003,31.438733333333335
23.57,1101903,18.37,31.427000000000003,31.43726666666667
23.53,1102944,18.38,31.383000000000003,31.434333333333335
23.59,1103985,18.4,31.449,31.434333333333335
23.51,1105026,18.42,31.361000000000004,31.429933333333334
23.57,1106067,18.43,31.427000000000003,31.42846666666667
23.59,1107108,18.45,31.449,31.429933333333334
23.57,1108149,18.47,31.427000000000003,31.42846666666667
23.57,1109190,18.49,31.427000000000003,31.42846666666667
23.57,1110231,18.5,31.427000000000003,31.427000000000003
23.57,1111272,18.52,31.427000000000003,31.422600000000003
23.51,1112313,18.54,31.361000000000004,31.416733333333337
23.57,1113354,18.56,31.427000000000003,31.41526666666667
23.53,1114395,18.57,31.383000000000003,31.41526666666667
23.57,1115436,18.59,31.427000000000003,31.41526666666667
23.59,1116477,18.61,31.449,31.416733333333337
23.57,1117518,18.63,31.427000000000003,31.416733333333337
23.59,1118559,18.64,31.449,31.421133333333337
23.63,1119600,18.66,31.493000000000002,31.42406666666667
23.63,1120641,18.68,31.493000000000002,31.43286666666667
23.53,1121682,18.69,31.383000000000003,31.429933333333338
